block_number 0.1_avg 0.1_stddev 0.33_avg 0.33_stddev 0.49_avg 0.49_stddev
148 3.32333034462e+21 2.57155662537e+20 4.4240277806e+21 4.18803426242e+20 5.93406181793e+21 5.28400814352e+20 
149 3.32571112826e+21 2.54601437198e+20 4.42172179348e+21 4.17068799351e+20 5.92962275875e+21 5.26358084113e+20 
150 3.32329889048e+21 2.57449220895e+20 4.41716639588e+21 4.25726998894e+20 5.9307184776e+21 5.31372822139e+20 
151 3.3221208145e+21 2.58171246818e+20 4.42201188534e+21 4.28375107553e+20 5.93551972754e+21 5.3742022918e+20 
152 3.31902945749e+21 2.56935976971e+20 4.42608213883e+21 4.31183858433e+20 5.93463351615e+21 5.38613510316e+20 
153 3.31638486203e+21 2.61076643252e+20 4.41476296163e+21 4.28830553522e+20 5.93020262633e+21 5.22748891804e+20 
154 3.31413151456e+21 2.61734823216e+20 4.4184564849e+21 4.21907885028e+20 5.93568768069e+21 5.28891850952e+20 
155 3.31614652841e+21 2.62926809255e+20 4.42089149351e+21 4.14110861301e+20 5.93703538981e+21 5.26317689545e+20 
156 3.31901486024e+21 2.66042139039e+20 4.41827926268e+21 4.19757559489e+20 5.93297905912e+21 5.36215042882e+20 
157 3.31496462907e+21 2.72570943953e+20 4.40901872263e+21 4.13504467427e+20 5.93211533952e+21 5.32389361509e+20 
158 3.31419928101e+21 2.71343984462e+20 4.41394636271e+21 4.09773863716e+20 5.93101935061e+21 5.33825051856e+20 
159 3.31416573703e+21 2.70014115526e+20 4.41348655681e+21 4.09605856057e+20 5.91439592554e+21 5.29432686152e+20 
160 3.30749878053e+21 2.63642618039e+20 4.41120773824e+21 4.14435495676e+20 5.90758840921e+21 5.32780298037e+20 
161 3.30680105378e+21 2.68808610203e+20 4.41390102375e+21 4.17044116006e+20 5.90802174457e+21 5.36936253248e+20 
162 3.30491631805e+21 2.69354752218e+20 4.41562055124e+21 4.16815872984e+20 5.90499175062e+21 5.29679497696e+20 
163 3.30151128185e+21 2.66761822803e+20 4.41179628828e+21 4.13683697616e+20 5.90225603169e+21 5.36579915172e+20 
164 3.30334431774e+21 2.72648135695e+20 4.4160894664e+21 4.15497636808e+20 5.90936440391e+21 5.41983727885e+20 
165 3.30406601266e+21 2.76495952787e+20 4.42421119958e+21 4.21423493347e+20 5.91757152714e+21 5.39766647626e+20 
166 3.3040315291e+21 2.80151555221e+20 4.42165784974e+21 4.25141757289e+20 5.91364525608e+21 5.41464653678e+20 
167 3.30816457599e+21 2.84230764816e+20 4.41959696378e+21 4.18551232904e+20 5.90755262671e+21 5.37969515022e+20 
168 3.31156694002e+21 2.82865663382e+20 4.41841768069e+21 4.23680464484e+20 5.90277588839e+21 5.42693312547e+20 
169 3.3124452356e+21 2.85117035831e+20 4.41857030575e+21 4.29622295084e+20 5.90361603274e+21 5.37126858304e+20 
170 3.31550379233e+21 2.88380916681e+20 4.42798778082e+21 4.33524515003e+20 5.90514920282e+21 5.37697552045e+20 
171 3.31925436764e+21 2.93479747423e+20 4.42130483355e+21 4.28766632332e+20 5.90641003227e+21 5.28366230869e+20 
172 3.32024312399e+21 3.01984336589e+20 4.4258532516e+21 4.29379724728e+20 5.90610041497e+21 5.29650206904e+20 
173 3.32350676427e+21 2.95667808092e+20 4.42553231037e+21 4.23193517294e+20 5.91697045784e+21 5.2794609019e+20 
174 3.32639771842e+21 2.94028139226e+20 4.41790064111e+21 4.20416708594e+20 5.91379160138e+21 5.33453871849e+20 
175 3.32637677229e+21 2.9556951974e+20 4.42368061763e+21 4.22223974019e+20 5.91343277532e+21 5.14781729197e+20 
176 3.32843906146e+21 2.95507822794e+20 4.42239958747e+21 4.27969048366e+20 5.9167910509e+21 5.17675562708e+20 
177 3.3298759682e+21 2.94225290962e+20 4.42419338424e+21 4.18048791583e+20 5.92146453861e+21 5.08783527973e+20 
178 3.3326005565e+21 2.93383417159e+20 4.42191387158e+21 4.16623179221e+20 5.9262915239e+21 5.1258406972e+20 
179 3.32815595576e+21 2.96491153854e+20 4.4249750249e+21 4.18055898153e+20 5.9298183151e+21 5.06059553571e+20 
180 3.32906483826e+21 2.96417662397e+20 4.42232224286e+21 4.17305993305e+20 5.92464585804e+21 5.06829654279e+20 
181 3.32605451983e+21 2.99564749925e+20 4.42592963043e+21 4.21908589294e+20 5.92065787078e+21 5.00670750117e+20 
182 3.33326376612e+21 2.99982483843e+20 4.42901219777e+21 4.20587655633e+20 5.92671901554e+21 5.07141256682e+20 
183 3.33262294255e+21 3.01968015409e+20 4.43294037044e+21 4.23968882382e+20 5.92224187152e+21 4.98558984009e+20 
184 3.3296439441e+21 3.0049952176e+20 4.43410771309e+21 4.27026584663e+20 5.9290256216e+21 5.0542945571e+20 
185 3.32787121189e+21 2.99947991392e+20 4.43017972793e+21 4.30776259674e+20 5.92717805824e+21 4.95847819303e+20 
186 3.32942103397e+21 3.01556606292e+20 4.43437128456e+21 4.37368557369e+20 5.93644732751e+21 5.05316849984e+20 
187 3.33121872836e+21 3.02103083526e+20 4.43090828184e+21 4.373215046e+20 5.9345263157e+21 4.9605756359e+20 
188 3.32972098844e+21 3.03732550228e+20 4.42765306674e+21 4.33840900916e+20 5.9251514938e+21 5.03953015663e+20 
189 3.32954209183e+21 3.0407967852e+20 4.43226739998e+21 4.36513234179e+20 5.91886968242e+21 4.95688024885e+20 
190 3.33113302338e+21 3.06999044257e+20 4.43351295555e+21 4.27688024433e+20 5.91415804175e+21 4.94959176364e+20 
191 3.32971872276e+21 3.05480560827e+20 4.43005591347e+21 4.16074591776e+20 5.90800007277e+21 4.88121886964e+20 
192 3.33085562944e+21 3.00997915712e+20 4.42270527312e+21 4.11099492155e+20 5.91037389787e+21 4.79962050594e+20 
193 3.32749006714e+21 3.00564784775e+20 4.42256701101e+21 4.03881215325e+20 5.9149813411e+21 4.85368657692e+20 
194 3.32593154631e+21 2.93979575862e+20 4.42247027205e+21 3.98959014677e+20 5.91286112566e+21 4.81522744593e+20 
195 3.32355529944e+21 2.96576119066e+20 4.42756757304e+21 4.00354092931e+20 5.91720970968e+21 4.82994622792e+20 
196 3.31940293698e+21 2.98505637348e+20 4.42974558262e+21 4.0386679247e+20 5.91081657095e+21 4.69725398855e+20 
197 3.3187198169e+21 3.0056518871e+20 4.42669520378e+21 4.08500014317e+20 5.91126991921e+21 4.82328859259e+20 
198 3.31665412086e+21 3.02636715105e+20 4.42655029776e+21 4.04129159486e+20 5.91254108868e+21 4.78961541456e+20 
199 3.31678681589e+21 2.99094837235e+20 4.42557190788e+21 4.14634045331e+20 5.91481031718e+21 4.79091481657e+20 
200 3.32026201623e+21 3.01096868391e+20 4.4193861705e+21 4.1239518525e+20 5.9083113519e+21 4.8486730059e+20 
201 3.31754261571e+21 3.00488874905e+20 4.41728514322e+21 4.14269285303e+20 5.90602669534e+21 4.87881869075e+20 
202 3.31034863347e+21 3.01087751687e+20 4.41873417919e+21 4.10297257425e+20 5.90736975655e+21 4.94053563982e+20 
203 3.3052940674e+21 2.98756713057e+20 4.42232731423e+21 4.11092187817e+20 5.90464916809e+21 4.94943247332e+20 
204 3.30337473689e+21 2.99110095951e+20 4.41990043901e+21 4.10331926962e+20 5.91064059848e+21 4.85372364999e+20 
205 3.30286644421e+21 3.03628458142e+20 4.42252135586e+21 4.09979695014e+20 5.90784896215e+21 4.93552080461e+20 
206 3.30487370402e+21 3.03946622989e+20 4.42745609221e+21 4.05742745229e+20 5.91771709159e+21 5.03165502742e+20 
207 3.30462366856e+21 3.0496140131e+20 4.42234595554e+21 4.02226950547e+20 5.91585665517e+21 4.98987471473e+20 
208 3.3003708245e+21 2.99123482451e+20 4.42266409488e+21 4.10592300217e+20 5.91800019919e+21 4.93429874116e+20 
209 3.29973265028e+21 3.00509284474e+20 4.42568385806e+21 4.12529436613e+20 5.9304019753e+21 4.9532564972e+20 
210 3.302189752e+21 3.03931305093e+20 4.41700762055e+21 4.12570834728e+20 5.93392319129e+21 4.86069368884e+20 
211 3.30906307601e+21 3.06772575097e+20 4.41441719283e+21 4.12576921413e+20 5.92857091609e+21 4.85715198941e+20 
212 3.31172623864e+21 3.05253342704e+20 4.41270054238e+21 4.18599976768e+20 5.92905635063e+21 4.85117599776e+20 
213 3.30592933961e+21 3.02035716026e+20 4.41063437411e+21 4.22051274577e+20 5.93133609096e+21 4.85593303368e+20 
214 3.3073077872e+21 2.97541104707e+20 4.40533832773e+21 4.25871662566e+20 5.93418574902e+21 4.81801609921e+20 
215 3.31014604753e+21 2.95482543832e+20 4.40915331461e+21 4.25120915756e+20 5.9342750248e+21 4.75084144507e+20 
216 3.30996191476e+21 2.95450150436e+20 4.41383729926e+21 4.21693125134e+20 5.93425079237e+21 4.75150847619e+20 
217 3.31545445303e+21 2.97385619522e+20 4.4112553152e+21 4.21290649717e+20 5.94351357902e+21 4.70263815462e+20 
